District IRN,District Name,County,Region,Achievement Component Star Rating,Performance Index Percent 2023-2024,Performance Index Score 2023-2024,Maximum District Performance Index Score 2023-2024,Percent of Students Not Tested,Percent of Students Limited,Percent of Students Basic,Percent of Students Proficient,Percent of Students Accomplished,Percent of Students Advanced,Percent of Students Advanced Plus,Performance Index Score 2022-2023,Performance Index Score 2021-2022,Number of General Education Teachers FTE,Expenditures per Equivalent Pupil - State and Local Funds
045062,Westlake City,Cuyahoga,Region 3,5  Stars,91.4,99.9,109.3,0.2,8.5,10.3,20.4,22.2,36.0,2.4,100.6,98.3,157.6,"   $14,493"
045070,Whitehall City,Franklin,Region 11,2  Stars,61.7,67.4,109.3,0.9,36.7,21.5,22.2,11.8,6.5,0.3,68.3,65.4,135.1,"    $8,056"
045088,Wickliffe City,Lake,Region 4,2  Stars,69.2,75.6,109.3,0.3,27.9,20.7,25.6,15.2,10.1,0.3,81.3,79.8,65,"   $12,656"
045096,Willard City,Huron,Region 7,3  Stars,73.6,80.4,109.3,0.5,20.9,21.6,26.9,18.7,11.1,0.3,77.2,74.0,65.8,"   $10,891"
045104,Willoughby-Eastlake City,Lake,Region 4,3  Stars,74.7,81.6,109.3,0.6,21.9,19.5,23.5,17.9,14.1,2.4,81.6,78.2,301,"   $11,431"
045112,Wilmington City,Clinton,Region 14,3  Stars,71.6,78.2,109.3,0.4,26.9,18.0,23.0,16.8,13.9,0.9,78.5,75.2,98.5,"   $10,318"
045120,Wooster City,Wayne,Region 9,3  Stars,77.8,85.0,109.3,0.6,20.5,16.4,21.0,18.5,21.4,1.5,84.2,82.1,158.9,"   $12,789"
045138,Worthington City,Franklin,Region 11,4  Stars,85.7,93.6,109.3,0.9,12.3,12.6,22.8,22.9,26.6,1.9,94.0,92.6,473.8,"   $12,420"
045146,Wyoming City,Hamilton,Region 13,5  Stars,96.9,105.9,109.3,0.5,4.3,7.1,16.7,22.9,45.8,2.6,104.9,103.3,110.6,"   $14,117"
045153,Xenia Community City,Greene,Region 10,3  Stars,70.3,76.8,109.3,1.7,25.9,18.8,24.9,16.0,12.3,0.5,77.1,77.4,189,"   $10,342"
045161,Youngstown City,Mahoning,Region 5,1  Star,49.4,54.0,109.3,1.4,54.2,20.1,14.1,6.8,2.9,0.5,53.0,48.1,283,"   $14,167"
045179,Zanesville City,Muskingum,Region 12,2  Stars,65.9,72.0,109.3,0.5,31.7,21.6,23.0,13.1,9.7,0.3,72.0,69.0,133,"   $10,232"
045187,Ada Exempted Village,Hardin,Region 6,4  Stars,83.1,90.8,109.3,0.2,13.1,16.5,24.8,24.7,19.8,0.8,91.6,91.0,48,"   $12,398"
045195,Amherst Exempted Village,Lorain,Region 2,4  Stars,84.7,92.5,109.3,0.5,12.0,14.6,26.4,22.5,21.2,2.7,92.8,91.0,155,"    $9,643"
045203,Barnesville Exempted Village,Belmont,Region 12,3  Stars,77.0,84.2,109.3,0.0,19.4,17.8,28.8,18.8,14.8,0.3,83.5,80.6,57.6,"    $9,379"
045211,Bluffton Exempted Village,Allen,Region 6,5  Stars,91.7,100.2,109.3,0.0,7.2,10.2,23.8,26.1,31.5,1.3,97.3,97.6,55.5,"   $10,339"
045229,Bradford Exempted Village,Miami,Region 10,3  Stars,71.3,77.9,109.3,0.0,24.2,21.3,30.5,14.8,9.2,0.0,80.6,74.4,25.6,"   $12,215"
045237,Bridgeport Exempted Village,Belmont,Region 12,3  Stars,74.2,81.1,109.3,0.1,20.8,20.8,31.1,14.4,12.7,0.1,82.9,81.6,42.3,"   $10,616"
045245,Harrison Hills City,Harrison,Region 12,2  Stars,69.8,76.2,109.3,0.0,25.8,23.0,25.9,15.5,9.6,0.2,75.1,73.0,62.5,"   $12,811"
045252,Caldwell Exempted Village,Noble,Region 12,2  Stars,67.6,73.8,109.3,0.6,28.0,22.7,25.8,14.5,8.2,0.2,76.8,75.0,40,"   $13,485"
045260,Carey Exempted Village Schools,Wyandot,Region 7,3  Stars,79.0,86.4,109.3,0.1,17.0,17.7,28.2,19.9,16.9,0.3,88.3,84.2,40,"   $10,782"
045278,Carrollton Exempted Village,Carroll,Region 12,3  Stars,75.8,82.8,109.3,0.3,19.4,20.0,28.2,17.7,12.9,1.4,83.0,83.5,76,"   $11,849"
045286,Chagrin Falls Exempted Village,Cuyahoga,Region 3,5  Stars,101.6,111.0,109.3,0.0,1.4,4.0,16.3,26.6,45.0,6.5,109.2,107.9,98.1,"   $18,318"
045294,Chesapeake Union Exempted Village,Lawrence,Region 15,3  Stars,76.5,83.6,109.3,0.4,19.6,18.0,27.9,19.3,14.6,0.2,82.1,79.3,62,"   $10,572"
045302,Clyde-Green Springs Exempted Village,Sandusky,Region 1,4  Stars,80.6,88.0,109.3,0.2,14.7,17.7,29.0,21.3,16.1,1.0,87.6,84.7,106,"   $10,666"
045310,Coldwater Exempted Village,Mercer,Region 6,5  Stars,91.6,100.0,109.3,0.0,6.9,10.7,23.6,27.6,29.0,2.1,99.5,98.9,69.7,"   $10,908"
045328,Columbiana Exempted Village,Columbiana,Region 5,5  Stars,90.6,99.0,109.3,0.0,6.7,11.8,26.2,28.0,26.0,1.3,98.8,95.5,53.5,"   $10,796"
045336,Covington Exempted Village,Miami,Region 10,4  Stars,81.2,88.7,109.3,0.3,13.2,18.2,30.3,21.1,16.6,0.4,89.3,90.2,39.8,"   $12,938"
045344,Crestline Exempted Village,Crawford,Region 7,2  Stars,58.4,63.8,109.3,1.8,39.0,22.8,21.2,10.4,4.8,0.0,69.1,68.5,26.9,"   $10,525"
045351,Crooksville Exempted Village,Perry,Region 16,2  Stars,64.6,70.6,109.3,1.4,31.6,21.2,26.1,13.3,6.4,0.0,73.2,72.2,47.3,"   $11,359"
045369,Fairport Harbor Exempted Village,Lake,Region 4,2  Stars,63.9,69.8,109.3,2.5,29.8,23.0,27.3,11.7,5.7,0.0,69.8,60.8,28.5,"   $10,299"
045377,Georgetown Exempted Village,Brown,Region 14,4  Stars,81.8,89.4,109.3,0.0,14.1,18.1,26.8,19.8,18.8,2.5,88.9,86.1,51,"   $10,305"
045385,Gibsonburg Exempted Village,Sandusky,Region 1,3  Stars,75.6,82.6,109.3,0.0,19.2,21.8,25.1,19.9,13.9,0.0,85.2,82.5,44.9,"   $12,473"
045393,Granville Exempted Village,Licking,Region 11,5  Stars,96.6,105.6,109.3,0.3,4.3,7.6,19.6,26.2,32.7,9.2,105.6,105.6,120.1,"   $13,950"
045401,Greenfield Exempted Village,Highland,Region 14,3  Stars,75.9,83.0,109.3,0.1,21.3,17.3,27.6,18.1,15.3,0.3,82.7,81.4,93,"   $11,269"
045419,Hicksville Exempted Village School District,Defiance,Region 1,5  Stars,92.9,101.4,109.3,0.2,5.7,9.0,25.9,26.2,32.7,0.2,100.6,100.6,50.1,"   $12,654"
045427,Hubbard Exempted Village,Trumbull,Region 5,3  Stars,78.1,85.4,109.3,0.0,18.3,17.9,28.1,19.0,15.2,1.4,88.2,86.6,99.5,"    $9,698"
045435,Indian Hill Exempted Village,Hamilton,Region 13,5  Stars,95.2,104.1,109.3,0.1,5.2,8.5,19.1,23.9,40.5,2.6,103.9,104.3,126.5,"   $18,172"
045443,Leetonia Exempted Village School District,Columbiana,Region 5,4  Stars,84.3,92.1,109.3,0.1,9.8,17.1,30.0,26.2,16.7,0.0,87.1,80.8,37,"   $13,814"
045450,Lisbon Exempted Village,Columbiana,Region 5,3  Stars,71.5,78.1,109.3,1.0,25.3,19.8,21.0,18.9,13.7,0.4,78.3,75.4,41.5,"   $10,721"
045468,Loudonville-Perrysville Exempted Village,Ashland,Region 7,4  Stars,80.3,87.7,109.3,0.2,16.4,15.8,28.0,22.9,16.3,0.5,86.3,83.6,55,"   $13,795"
045476,Marysville Exempted Village,Union,Region 11,4  Stars,86.5,94.5,109.3,0.3,12.2,12.5,23.1,23.0,26.5,2.4,94.8,91.9,206.3,"    $9,999"
045484,Mechanicsburg Exempted Village,Champaign,Region 6,4  Stars,85.0,92.8,109.3,0.0,10.5,14.7,33.0,24.3,16.5,1.1,93.0,93.5,45,"   $11,081"
045492,Mentor Exempted Village,Lake,Region 4,4  Stars,85.6,93.6,109.3,0.6,11.2,13.9,25.8,22.6,24.4,1.5,91.7,88.6,299.1,"   $12,257"
045500,Milford Exempted Village,Clermont,Region 13,4  Stars,89.8,98.1,109.3,0.3,9.3,11.1,22.3,22.7,32.3,2.1,96.8,95.3,262.5,"   $11,326"
045518,Milton-Union Exempted Village,Miami,Region 10,3  Stars,76.9,84.0,109.3,0.5,19.2,18.8,25.8,17.9,15.3,2.4,88.1,83.6,64.4,"   $10,606"
045526,Montpelier Exempted Village,Williams,Region 1,3  Stars,78.1,85.3,109.3,1.0,17.6,16.5,29.1,19.8,15.2,0.8,83.6,81.2,53,"   $13,033"
045534,Mount Gilead Exempted Village,Morrow,Region 7,3  Stars,75.6,82.6,109.3,0.3,19.4,20.9,26.7,18.0,14.2,0.5,81.2,77.7,56.2,"   $11,859"
045542,Newcomerstown Exempted Village,Tuscarawas,Region 12,3  Stars,73.9,80.7,109.3,0.0,19.6,22.8,30.6,18.3,8.7,0.1,79.5,74.4,54,"   $10,555"
045559,New Richmond Exempted Village,Clermont,Region 13,3  Stars,78.8,86.1,109.3,1.0,17.3,16.9,26.1,19.2,18.1,1.5,85.9,85.4,84.1,"   $10,295"
045567,Newton Falls Exempted Village,Trumbull,Region 5,2  Stars,69.3,75.7,109.3,0.8,27.3,21.0,22.7,16.3,11.5,0.5,74.8,74.9,43.6,"   $11,019"
045575,Paulding Exempted Village,Paulding,Region 1,3  Stars,75.7,82.7,109.3,0.0,21.9,17.9,24.8,19.3,15.8,0.4,84.0,83.8,72.9,"   $11,162"
045583,Perrysburg Exempted Village,Wood,Region 1,5  Stars,94.1,102.8,109.3,0.5,5.9,7.5,21.6,26.3,35.9,2.2,102.7,103.0,254.4,"   $11,224"
045591,Rittman Exempted Village,Wayne,Region 9,4  Stars,82.0,89.5,109.3,0.1,15.6,15.9,24.1,20.8,22.9,0.7,91.1,91.2,48.3,"   $12,529"
045609,Rossford Exempted Village,Wood,Region 1,3  Stars,74.1,80.9,109.3,0.6,21.9,18.6,27.8,18.7,12.3,0.0,81.4,78.9,80.1,"   $13,749"
045617,Tipp City Exempted Village,Miami,Region 10,5  Stars,90.3,98.6,109.3,0.0,7.7,11.8,24.2,26.0,29.2,1.1,98.2,97.4,103.2,"   $11,386"
045625,Upper Sandusky Exempted Village,Wyandot,Region 7,4  Stars,83.4,91.1,109.3,0.5,14.0,14.9,24.1,21.1,24.2,1.3,89.6,86.3,73.4,"   $11,152"
045633,Versailles Exempted Village,Darke,Region 10,5  Stars,100.3,109.5,109.3,0.1,2.6,5.0,17.6,21.5,46.0,7.2,108.8,107.0,58.1,"   $12,361"
045641,Wauseon Exempted Village,Fulton,Region 1,4  Stars,81.9,89.4,109.3,0.2,14.0,16.6,28.6,22.2,17.6,0.9,88.4,90.3,78.7,"   $10,412"
045658,Wellington Exempted Village,Lorain,Region 2,3  Stars,75.1,82.0,109.3,0.1,21.1,19.6,27.1,17.9,13.1,1.1,81.4,80.0,45.7,"   $13,675"
045666,Windham Exempted Village,Portage,Region 8,2  Stars,59.8,65.4,109.3,1.3,37.1,23.8,21.8,11.3,4.9,0.0,68.3,72.8,30.5,"   $11,028"
045674,Yellow Springs Exempted Village,Greene,Region 10,4  Stars,85.8,93.7,109.3,0.3,12.5,13.6,23.5,20.6,27.5,2.0,91.2,87.3,35.5,"   $14,003"
045757,Allen East Local,Allen,Region 6,4  Stars,80.1,87.5,109.3,0.9,14.3,17.5,29.5,22.0,15.7,0.1,90.4,89.5,47.1,"    $8,780"
045765,Bath Local,Allen,Region 6,5  Stars,90.8,99.2,109.3,0.0,7.1,11.3,26.9,25.0,27.7,2.1,96.7,94.6,78.1,"   $10,304"
045773,Elida Local,Allen,Region 6,4  Stars,82.3,89.9,109.3,0.5,14.4,15.3,26.5,21.1,21.2,1.0,90.2,88.5,101.2,"    $9,413"
045781,Perry Local,Allen,Region 6,3  Stars,72.0,78.6,109.3,0.5,23.3,21.5,26.8,14.9,12.9,0.1,78.6,75.5,36.1,"   $10,791"
045799,Shawnee Local,Allen,Region 6,4  Stars,88.4,96.5,109.3,0.2,10.2,11.8,23.3,24.0,29.2,1.3,98.1,95.4,97.2,"   $10,948"
045807,Spencerville Local,Allen,Region 6,4  Stars,88.5,96.6,109.3,0.3,8.6,12.7,25.1,25.5,27.5,0.2,96.3,93.7,49,"   $10,142"
045823,Hillsdale Local,Ashland,Region 7,4  Stars,82.6,90.3,109.3,0.2,14.4,14.7,27.8,22.4,19.9,0.6,89.1,88.2,44.8,"   $12,651"
045831,Mapleton Local,Ashland,Region 7,3  Stars,74.5,81.4,109.3,0.7,21.9,18.3,26.1,19.1,14.0,0.0,84.5,80.1,41.2,"   $10,401"
045856,Buckeye Local,Ashtabula,Region 5,3  Stars,75.1,82.0,109.3,1.5,18.9,20.0,27.2,18.5,13.3,0.7,80.0,77.9,76,"    $9,462"
045864,Grand Valley Local,Ashtabula,Region 5,3  Stars,71.4,78.1,109.3,0.5,25.2,20.2,24.3,16.9,12.5,0.4,80.8,78.4,46.8,"   $12,424"
045872,Jefferson Area Local,Ashtabula,Region 5,3  Stars,77.3,84.4,109.3,0.8,19.1,17.4,26.7,18.2,16.4,1.5,84.8,80.2,82.6,"    $7,758"
045880,Pymatuning Valley Local,Ashtabula,Region 5,3  Stars,75.4,82.3,109.3,0.9,21.4,17.5,25.8,17.3,16.9,0.3,82.3,79.1,52.2,"   $10,643"
045906,Alexander Local,Athens,Region 16,3  Stars,78.8,86.1,109.3,0.1,18.8,16.5,25.2,21.0,16.9,1.5,85.5,82.9,67.8,"    $8,135"
045914,Federal Hocking Local,Athens,Region 16,2  Stars,67.4,73.6,109.3,0.3,28.8,23.4,23.5,13.3,10.7,0.0,73.0,70.8,53.2,"   $14,453"
045922,Trimble Local,Athens,Region 16,2  Stars,61.3,66.9,109.3,0.8,35.6,24.3,21.8,10.7,6.4,0.3,67.3,64.1,50.2,"   $13,098"
045948,Minster Local,Auglaize,Region 6,5  Stars,98.7,107.8,109.3,0.2,2.7,5.3,19.7,27.5,41.7,2.9,108.8,107.2,42.5,"   $10,936"
045955,New Bremen Local,Auglaize,Region 6,5  Stars,98.8,108.0,109.3,0.5,1.1,5.9,21.4,30.4,36.8,3.9,107.1,105.3,44,"   $11,720"
045963,New Knoxville Local,Auglaize,Region 6,5  Stars,94.9,103.6,109.3,0.0,5.6,8.1,20.0,26.5,37.7,2.1,102.6,100.5,24,"   $13,619"
045971,Waynesfield-Goshen Local,Auglaize,Region 6,4  Stars,80.0,87.4,109.3,0.0,14.5,18.9,31.3,20.2,14.0,1.1,88.4,85.2,25.3,"   $14,099"
045997,St Clairsville-Richland City,Belmont,Region 12,4  Stars,85.7,93.6,109.3,0.1,12.1,13.8,24.1,23.6,25.3,1.0,94.9,92.0,69,"    $8,991"
046003,Shadyside Local,Belmont,Region 12,4  Stars,82.7,90.3,109.3,0.3,14.6,15.4,24.9,19.6,25.0,0.2,92.3,86.1,37.3,"   $10,836"
046011,Union Local,Belmont,Region 12,3  Stars,73.0,79.8,109.3,0.2,23.5,19.1,27.3,18.7,11.0,0.1,80.4,75.4,76.6,"   $11,343"
046037,Eastern Local School District,Brown,Region 14,4  Stars,83.6,91.4,109.3,0.0,11.6,17.4,27.3,22.7,21.0,0.0,89.0,84.9,52.6,"   $11,838"
046045,Fayetteville-Perry Local,Brown,Region 14,3  Stars,78.6,85.9,109.3,0.2,15.7,20.1,28.7,20.1,14.8,0.4,87.7,84.1,43,"   $11,703"
046060,Western Brown Local,Brown,Region 14,3  Stars,77.3,84.4,109.3,0.4,17.9,19.5,26.7,20.3,14.7,0.6,83.6,81.3,116.3,"    $9,575"
046078,Ripley-Union-Lewis-Huntington Local,Brown,Region 14,3  Stars,71.4,78.1,109.3,0.8,23.3,22.2,24.7,17.6,11.4,0.0,73.4,75.6,33,"   $12,115"
046094,Edgewood City School District,Butler,Region 13,3  Stars,72.6,79.3,109.3,0.6,23.5,19.9,26.6,16.4,12.8,0.3,79.8,79.1,133.4,"    $9,547"
046102,Fairfield City,Butler,Region 13,3  Stars,77.2,84.3,109.3,0.4,20.2,17.5,25.0,17.7,17.1,2.2,83.0,82.3,385.8,"    $9,194"
046110,Lakota Local,Butler,Region 13,4  Stars,86.6,94.6,109.3,0.5,12.3,12.7,22.0,20.7,27.2,4.6,93.0,91.3,612.9,"   $10,309"
046128,Madison Local,Butler,Region 13,4  Stars,80.1,87.5,109.3,1.1,15.9,16.7,24.7,19.7,21.4,0.6,85.6,85.2,77.3,"   $10,660"
046136,New Miami Local,Butler,Region 13,2  Stars,62.7,68.5,109.3,0.5,33.3,24.7,23.8,13.0,4.6,0.1,67.0,68.7,45,"   $12,472"
046144,Ross Local,Butler,Region 13,4  Stars,88.1,96.3,109.3,0.3,9.3,12.0,27.0,23.6,27.7,0.1,95.6,96.3,107.6,"   $11,128"
046151,Talawanda City,Butler,Region 13,4  Stars,80.8,88.2,109.3,0.1,15.9,16.6,27.3,20.8,17.9,1.5,87.1,86.2,133,"   $11,291"
046177,Brown Local,Carroll,Region 12,3  Stars,72.8,79.5,109.3,0.8,23.8,18.1,27.7,17.6,11.6,0.4,79.6,78.6,40.1,"   $12,855"
046193,Graham Local,Champaign,Region 6,3  Stars,76.3,83.4,109.3,0.8,18.3,20.1,26.9,18.5,14.9,0.6,85.9,79.6,68.6,"   $11,029"
046201,Triad Local,Champaign,Region 6,4  Stars,80.7,88.2,109.3,0.2,16.1,15.5,29.3,20.8,16.6,1.5,87.8,90.3,45.1,"   $10,991"
046219,West Liberty-Salem Local,Champaign,Region 6,5  Stars,90.7,99.1,109.3,0.0,8.0,11.3,24.1,24.5,28.3,3.8,98.1,94.9,61.7,"   $12,256"
046235,Greenon Local,Clark,Region 10,3  Stars,76.2,83.2,109.3,0.4,18.7,19.6,29.1,18.7,13.5,0.0,83.5,79.9,67,"    $9,820"
046243,Tecumseh Local,Clark,Region 10,3  Stars,72.7,79.5,109.3,0.6,23.0,20.7,25.5,16.7,13.0,0.6,79.6,76.8,112,"    $9,954"
046250,Northeastern Local,Clark,Region 10,3  Stars,75.9,82.9,109.3,0.3,19.5,19.8,27.3,18.9,14.0,0.2,84.6,84.7,133.6,"    $9,984"
046268,Northwestern Local,Clark,Region 10,3  Stars,75.7,82.7,109.3,0.4,20.9,18.2,26.0,18.9,14.6,0.9,81.6,84.4,71.6,"   $10,639"
046276,Southeastern Local,Clark,Region 10,3  Stars,79.6,86.9,109.3,0.3,16.6,17.0,28.2,19.6,18.3,0.0,87.9,86.6,43.3,"   $12,746"
046284,Clark-Shawnee Local,Clark,Region 10,3  Stars,78.6,85.9,109.3,0.2,17.8,16.9,28.0,21.7,15.2,0.3,86.0,84.2,80.3,"   $10,654"
046300,Batavia Local,Clermont,Region 13,3  Stars,77.2,84.4,109.3,0.2,18.7,18.7,27.2,19.2,15.6,0.3,85.3,83.6,99.9,"    $7,648"
046318,Bethel-Tate Local,Clermont,Region 13,4  Stars,83.7,91.4,109.3,0.3,12.9,14.7,28.3,22.2,20.6,1.0,89.6,86.1,67,"    $9,260"
046326,Clermont Northeastern Local,Clermont,Region 13,3  Stars,74.5,81.4,109.3,0.0,22.3,19.5,26.1,17.1,14.5,0.5,82.9,79.8,63.7,"   $10,726"
046334,Felicity-Franklin Local,Clermont,Region 13,3  Stars,78.1,85.3,109.3,0.7,18.7,15.7,28.1,20.2,16.7,0.0,83.7,83.8,35.8,"   $11,689"
046342,Goshen Local,Clermont,Region 13,4  Stars,84.0,91.8,109.3,0.1,14.3,15.4,21.7,20.9,22.9,4.6,91.4,89.4,113.1,"   $11,449"
046359,West Clermont Local,Clermont,Region 13,3  Stars,77.9,85.1,109.3,0.4,20.0,16.4,23.6,19.9,19.2,0.6,84.0,80.5,339.7,"    $9,573"
046367,Williamsburg Local,Clermont,Region 13,4  Stars,87.9,96.0,109.3,0.0,9.0,13.9,25.8,25.3,24.4,1.5,95.7,90.2,44.7,"    $8,887"
046383,Blanchester Local,Clinton,Region 14,3  Stars,78.0,85.2,109.3,0.2,18.5,18.1,26.1,18.8,17.1,1.2,83.5,80.7,57,"   $11,186"
046391,Clinton-Massie Local,Clinton,Region 14,4  Stars,82.0,89.6,109.3,0.2,14.1,16.5,26.9,22.8,18.9,0.6,88.4,86.6,77,"   $11,170"
046409,East Clinton Local,Clinton,Region 14,3  Stars,74.9,81.8,109.3,0.3,22.8,17.8,23.3,20.1,15.5,0.2,80.0,76.0,74.5,"   $11,530"
046425,Beaver Local,Columbiana,Region 5,4  Stars,84.6,92.4,109.3,0.1,11.9,14.5,29.5,23.6,18.6,1.9,90.4,89.0,82,"    $9,288"
046433,Crestview Local,Columbiana,Region 5,4  Stars,83.5,91.3,109.3,0.1,12.1,16.3,29.0,21.2,20.9,0.3,92.3,90.9,58,"   $11,085"
046441,Southern Local,Columbiana,Region 5,2  Stars,66.0,72.1,109.3,0.8,31.0,21.6,23.4,14.2,9.1,0.0,71.7,66.2,39.6,"   $14,053"
046458,United Local,Columbiana,Region 5,3  Stars,78.1,85.3,109.3,0.2,16.2,20.3,28.4,20.7,13.8,0.5,86.9,82.8,54.5,"   $12,340"
046474,Ridgewood Local,Coshocton,Region 12,3  Stars,79.7,87.0,109.3,0.1,16.4,17.3,28.6,20.2,16.5,0.8,89.4,87.2,53.2,"    $8,708"
046482,River View Local,Coshocton,Region 12,3  Stars,76.5,83.6,109.3,0.0,19.9,19.3,25.0,18.6,16.5,0.6,86.5,82.7,74,"   $10,114"
046508,Buckeye Central Local,Crawford,Region 7,4  Stars,87.5,95.6,109.3,0.1,10.2,12.3,27.4,25.1,23.1,1.9,95.3,94.4,47.1,"   $16,860"
046516,Colonel Crawford Local,Crawford,Region 7,4  Stars,84.9,92.7,109.3,0.0,12.2,13.8,29.7,21.9,21.4,1.0,91.6,89.2,40.5,"   $11,605"
046524,Wynford Local,Crawford,Region 7,3  Stars,77.3,84.4,109.3,0.3,20.0,17.0,24.7,20.3,17.1,0.5,86.4,83.4,52,"   $10,682"
046557,Cuyahoga Heights Local,Cuyahoga,Region 3,5  Stars,94.0,102.7,109.3,0.0,5.3,9.1,23.2,26.9,32.4,3.0,102.5,100.9,54.3,"   $18,780"
046565,Independence Local,Cuyahoga,Region 3,5  Stars,92.9,101.5,109.3,0.1,4.8,10.0,26.9,28.1,28.8,1.3,98.0,99.5,59.5,"   $17,769"
046573,Olmsted Falls City,Cuyahoga,Region 3,4  Stars,84.8,92.7,109.3,1.6,11.3,13.4,27.0,21.3,22.5,3.0,93.3,92.6,150.5,"   $12,168"
046581,Orange City,Cuyahoga,Region 3,5  Stars,96.4,105.3,109.3,0.2,5.4,8.0,16.4,20.3,43.7,5.9,104.1,100.9,116,"   $22,272"
046599,Richmond Heights Local,Cuyahoga,Region 3,2  Stars,59.4,64.9,109.3,0.0,38.4,25.2,22.3,9.6,4.0,0.4,63.7,61.3,33.1,"   $14,209"
046607,Solon City,Cuyahoga,Region 3,5  Stars,101.7,111.1,109.3,0.5,2.6,4.0,11.4,18.9,55.4,7.1,111.6,110.1,202.8,"   $14,847"
046623,Ansonia Local,Darke,Region 10,4  Stars,86.3,94.3,109.3,0.3,10.0,14.2,26.9,24.9,23.8,0.0,94.1,93.5,44,"   $11,033"
046631,Arcanum-Butler Local,Darke,Region 10,4  Stars,87.8,95.9,109.3,0.0,9.0,14.1,25.5,25.4,25.4,0.7,95.9,94.1,50.8,"   $10,152"
046649,Franklin Monroe Local,Darke,Region 10,4  Stars,87.7,95.8,109.3,0.0,8.4,14.5,29.8,20.8,25.1,1.3,96.1,94.4,31,"   $13,327"
046672,Mississinawa Valley Local,Darke,Region 10,4  Stars,80.8,88.3,109.3,0.0,16.2,16.9,24.2,21.8,20.9,0.0,87.5,86.9,39,"   $12,463"
046680,Tri-Village Local,Darke,Region 10,5  Stars,91.9,100.4,109.3,0.1,7.0,8.8,25.0,28.9,30.2,0.0,96.8,95.1,42.8,"   $10,715"
046706,Ayersville Local,Defiance,Region 1,4  Stars,89.2,97.5,109.3,0.0,8.1,11.8,27.7,26.8,25.0,0.6,100.0,99.4,33.8,"   $12,126"
046714,Central Local,Defiance,Region 1,4  Stars,83.2,90.9,109.3,0.0,13.7,15.6,26.5,22.6,20.7,1.0,90.1,92.1,47.6,"   $12,142"
046722,Northeastern Local,Defiance,Region 1,4  Stars,85.1,93.0,109.3,0.3,13.5,12.6,25.7,21.1,23.4,3.3,93.8,91.5,42,"   $12,921"
046748,Big Walnut Local,Delaware,Region 11,4  Stars,86.0,93.9,109.3,0.7,11.0,13.6,25.3,21.9,25.8,1.6,94.9,93.1,180.9,"   $10,684"
046755,Buckeye Valley Local,Delaware,Region 11,4  Stars,86.4,94.4,109.3,0.3,11.9,13.5,22.3,23.2,25.9,3.0,94.3,89.7,111.6,"   $13,744"
046763,Olentangy Local,Delaware,Region 11,5  Stars,94.3,103.1,109.3,0.7,5.8,7.9,20.0,24.3,38.1,3.2,103.3,102.3,1035.4,"   $12,347"
046789,Edison Local (formerly Berlin-Milan),Erie,Region 2,4  Stars,86.1,94.0,109.3,0.1,11.1,14.5,24.0,25.5,23.8,1.1,94.2,94.9,60.2,"   $10,320"
046805,Margaretta Local,Erie,Region 2,4  Stars,81.1,88.6,109.3,0.1,15.0,17.2,26.6,21.0,19.5,0.5,87.4,82.0,47,"   $12,261"
046813,Perkins Local,Erie,Region 2,3  Stars,79.3,86.6,109.3,0.4,16.8,17.1,27.9,19.4,17.4,0.9,86.6,84.6,87.8,"   $11,523"
046821,Vermilion Local,Erie,Region 2,4  Stars,80.8,88.3,109.3,0.4,15.4,16.5,26.4,22.2,18.4,0.7,89.0,86.9,70,"   $13,054"
046847,Amanda-Clearcreek Local,Fairfield,Region 11,3  Stars,72.9,79.6,109.3,0.2,22.8,21.4,26.3,15.7,13.1,0.5,79.7,81.4,76.5,"   $11,456"
046854,Berne Union Local,Fairfield,Region 11,3  Stars,78.1,85.3,109.3,0.0,17.9,18.3,28.9,18.6,15.8,0.5,86.7,83.4,39,"   $14,221"
046862,Bloom-Carroll Local,Fairfield,Region 11,4  Stars,85.1,93.0,109.3,0.5,11.4,14.1,27.0,23.4,22.4,1.2,92.7,91.0,97,"   $10,536"
046870,Fairfield Union Local,Fairfield,Region 11,4  Stars,81.3,88.8,109.3,0.4,14.9,16.2,27.1,21.7,19.0,0.7,89.5,87.1,82.5,"   $10,523"
046888,Liberty Union-Thurston Local,Fairfield,Region 11,4  Stars,81.6,89.2,109.3,0.3,14.0,17.4,26.7,21.3,19.8,0.5,87.6,81.1,54,"   $12,455"
